file,step,wall_time,tag,value
./test/events.out.tfevents.1687340060.iGpu25,4660000,1687342099.619983,ray/tune/episode_reward_max,3400.0
./test/events.out.tfevents.1687340060.iGpu25,4680000,1687342108.0301704,ray/tune/episode_reward_max,2750.0
./test/events.out.tfevents.1687340060.iGpu25,4700000,1687342116.491749,ray/tune/episode_reward_max,2750.0
./test/events.out.tfevents.1687340060.iGpu25,4720000,1687342125.095523,ray/tune/episode_reward_max,2350.0
./test/events.out.tfevents.1687340060.iGpu25,4740000,1687342133.4455934,ray/tune/episode_reward_max,2350.0
./test/events.out.tfevents.1687340060.iGpu25,4760000,1687342142.1412363,ray/tune/episode_reward_max,2200.0
./test/events.out.tfevents.1687340060.iGpu25,4780000,1687342151.6228836,ray/tune/episode_reward_max,2225.0
./test/events.out.tfevents.1687340060.iGpu25,4800000,1687342160.009469,ray/tune/episode_reward_max,2675.0
./test/events.out.tfevents.1687340060.iGpu25,4820000,1687342168.5412064,ray/tune/episode_reward_max,2675.0
./test/events.out.tfevents.1687340060.iGpu25,4840000,1687342177.664527,ray/tune/episode_reward_max,2775.0
./test/events.out.tfevents.1687340060.iGpu25,4860000,1687342186.0078888,ray/tune/episode_reward_max,2775.0
./test/events.out.tfevents.1687340060.iGpu25,4880000,1687342194.3708851,ray/tune/episode_reward_max,2500.0
./test/events.out.tfevents.1687340060.iGpu25,4900000,1687342202.9554102,ray/tune/episode_reward_max,2500.0
./test/events.out.tfevents.1687340060.iGpu25,4920000,1687342211.4355476,ray/tune/episode_reward_max,2375.0
./test/events.out.tfevents.1687340060.iGpu25,4940000,1687342219.79295,ray/tune/episode_reward_max,3350.0
./test/events.out.tfevents.1687340060.iGpu25,4960000,1687342228.271742,ray/tune/episode_reward_max,3350.0
./test/events.out.tfevents.1687340060.iGpu25,4980000,1687342237.040972,ray/tune/episode_reward_max,3350.0
./test/events.out.tfevents.1687340060.iGpu25,5000000,1687342245.9553294,ray/tune/episode_reward_max,2175.0
./test/events.out.tfevents.1687340060.iGpu25,5020000,1687342254.9815462,ray/tune/episode_reward_max,2175.0
./test/events.out.tfevents.1687340060.iGpu25,5040000,1687342263.2806704,ray/tune/episode_reward_max,2525.0
./test/events.out.tfevents.1687340060.iGpu25,5060000,1687342271.6188924,ray/tune/episode_reward_max,2525.0
./test/events.out.tfevents.1687340060.iGpu25,5080000,1687342280.069494,ray/tune/episode_reward_max,2025.0
./test/events.out.tfevents.1687340060.iGpu25,5100000,1687342288.5180864,ray/tune/episode_reward_max,2675.0
