uid,Game,Data,Dimension,Method,Loss function,Param1,Param2,Param3,Batch size,nepoch,Run1,Run2,Run3,There should be another similar sheet on excel or google sheets. Find it  and seggregate it,
yqmr5joj,CMU,,,VIP,,50,15,,,,1.a_CMU_singlegame_full_3CHAN_VIP_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_50.0_15.0_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_11_20_11_50_44,1.a_CMU_singlegame_full_3CHAN_VIP_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_50.0_15.0_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_11_20_14_12_28,1.a_CMU_singlegame_full_3CHAN_VIP_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_50.0_15.0_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_11_20_16_34_35,,
f5jrtmcg,CMU,,,,,,,,,,,,,,
7h8mjonj,CMU,,,,,,,,,,,,,,
4i54sysn,CMU,,,,,,,,,,,,,,
9h8j6vxg,CMU,AllUnionWall,,VEP,,4,-1,4,,,1.a_CMU_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_4.0_-1.0_4.0_same_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_12_19_22_07_06,1.a_CMU_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_4.0_-1.0_4.0_same_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_12_20_06_19_26,1.a_CMU_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_4.0_-1.0_4.0_same_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_12_23_14_39_56,,
yyh2yhl9,CMU,,,,,,,,,,,,,,
cncv46rw,CMU,,,TCN,,2,,,,,1.a_CMU_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_2.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_20_07_06_04,1.a_CMU_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_2.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_20_10_02_56,1.a_CMU_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_2.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_20_12_58_38,,
a7zg4hxu,CMU,,,,,,,,,,,,,,
nmu1nww1,CMU,,,SOM,,0.9,,,,,1.a_CMU_singlegame_full_3CHAN_SOM_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_0.9_triplet_32_32_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_20_20_40_30,1.a_CMU_singlegame_full_3CHAN_SOM_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_0.9_triplet_32_32_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_21_04_27_56,1.a_CMU_singlegame_full_3CHAN_SOM_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_0.9_triplet_32_32_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_21_12_12_45,,
bsp1h3zk,CMU,,,,,,,,,,,,,,
zle6nzqf,CMU,,,VIP,,,,,,,??,**,**,,
p6ezmvri,CMU,,,,,,,,,,,,,,
nl2n1x1v,CMU,,,,,,,,,,,,,,
jngjf363,CMU,AllUnionHudsonWall,,VEP,,2,-1,2,,0.25,1.a_CMU_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.25.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_01_12_34_39,1.a_CMU_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.25.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_01_15_31_14,1.a_CMU_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.25.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_01_18_27_40,,
nwflnf9g,CMU,,,,,,,,,,,,,,
s6mhjdgz,CMU,,,TCN,,,,,,,**,**,??,,
ohriozbk,CMU,,,,,,,,,,,,,,
ca88vt9j,CMU,,,SOM,,,,,,,**,**,??,,
1g1d354z,CMU,,,,,,,,,,,,,,
bhwyfyo4,CMU,,,VIP,,,,,,,**,**,??,,
yb7xvfah,CMU,,,,,,,,,,,,,,
nristgec,CMU,AllUnionHudsonWallCMU,,VEP,,,,,,,1.a_CMU_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.5.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_02_00_33_11,1.a_CMU_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.5.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_02_03_25_32,1.a_CMU_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.5.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_02_06_13_28,,
ma4yb6fb,CMU,,,,,,,,,,,,,,
ejnndgm4,CMU,,,TCN,,,,,,,1.a_CMU_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_2.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_22_23_59_14,1.a_CMU_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_2.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_22_20_51_32,1.a_CMU_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_2.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_22_15_23_23,,
g6hsiy22,CMU,,,,,,,,,,,,,,
h5nhjafs,CMU,,,,,,,,,,,,,,
qef56bv7,CMU,,,,,,,,,,,,,,
aztrthlf,CMU,,,,,,,,,,,,,,
fekpx081,CMU,,,VIP,,,,,,,1.a_CMU_singlegame_full_3CHAN_VIP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_50.0_15.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_23_09_57_24,1.a_CMU_singlegame_full_3CHAN_VIP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_50.0_15.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_23_12_21_38,1.a_CMU_singlegame_full_3CHAN_VIP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_50.0_15.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_23_14_45_19,,
4ky4ayoh,CMU,,,,,,,,,,,,,,
fvrw4yrt,CMU,,,,,,,,,,,,,,
6bi913v8,CMU,,,,,,,,,,,,,,
di6jljbs,CMU,,,SOM,,,,,,,**,**,**,,
l6qrrsod,CMU,,,,,,,,,,,,,,
m2tgpbcg,,,,,,,,,,,,,,,
rueih5d1,,,,,,,,,,,,,,,
29iuiacr,Allegheny,,,E2E,,,,,,,.a_Allegheny_singlegame_full_e2e_PolicyNotLoaded_0.0_20000_2000_notemp/23_11_29_00_48_41,1.a_Allegheny_singlegame_full_e2e_PolicyNotLoaded_0.0_20000_2000_notemp/23_11_29_09_12_15,,,
qxsccyry,Allegheny,,,,,,,,,,,,,,
hbb9n4uj,Allegheny,,,Random,,,,,,,1.a_Allegheny_singlegame_full_random_PolicyNotLoaded_0.0_20000_2000_notemp/23_11_29_06_39_54,1.a_Allegheny_singlegame_full_random_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_16_01_10_30,1.a_Allegheny_singlegame_full_random_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_16_03_37_24,,
z1f9vfyt,Allegheny,,,VEP,,,,,,,1.a_Allegheny_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_11_29_00_46_37,1.a_Allegheny_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_11_29_03_38_58,1.a_Allegheny_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_1.0_-1.0_1.0_same_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_1.0_4stack/24_01_18_20_26_18,,
wpxvg3e0,Allegheny,,,TCN,,,,,,,1.a_Allegheny_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_2.0_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_17_21_48_41,1.a_Allegheny_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_2.0_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_17_17_06_23,1.a_Allegheny_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_2.0_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_17_19_24_39,,
yxqmn2zx,Allegheny,,,SOM,,,,,,,1.a_Allegheny_singlegame_full_3CHAN_SOM_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_0.9_32_32_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_16_06_05_01,1.a_Allegheny_singlegame_full_3CHAN_SOM_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_0.9_32_32_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_16_08_30_54,1.a_Allegheny_singlegame_full_3CHAN_SOM_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_0.1_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_16_08_53_32,,
gyssmg5y,Allegheny,,,VIP,,,,,,,1.a_Allegheny_singlegame_full_3CHAN_VIP_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_50.0_15.0_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_18_02_15_42,1.a_Allegheny_singlegame_full_3CHAN_VIP_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_50.0_15.0_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_18_05_25_11,1.a_Allegheny_singlegame_full_3CHAN_VIP_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_50.0_15.0_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_18_08_34_25,,
dm9dd9st,,,,,,,,,,,,,,,
tr2tfhn2,,,,,,,,,,,,,,,
zo97gre4,South_Shore,,1CHAN,E2E,,,,,,,1.a_South_Shore_singlegame_full_e2e_PolicyNotLoaded_0.0_20000_2000_notemp/23_11_29_00_52_04,1.a_South_Shore_singlegame_full_e2e_PolicyNotLoaded_0.0_20000_2000_notemp/23_11_29_09_19_59,**,,
rusg0vxd,South_Shore,,4STACK,,,,,,,,,,,,
dzfcpud4,South_Shore,,1CHAN,Random,,,,,,,1.a_South_Shore_singlegame_full_random_PolicyNotLoaded_0.0_20000_2000_notemp/23_11_29_00_53_29,1.a_South_Shore_singlegame_full_random_PolicyNotLoaded_0.0_20000_2000_notemp/23_11_29_07_04_09,**,,
xubd1g60,South_Shore,,4STACK,,,,,,,,,,,,
4d0gdp3t,South_Shore,UnionWall,,VEP,Triplet,2,-1,2,,,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_11_29_00_57_01,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_11_29_05_16_15,??,,
64yz2565,South_Shore,,,,InfoMAX,,,,,,,,,,
g30tjgf9,South_Shore,,,,NCE,,,,,,,,,,
eh05boem,South_Shore,,,,,,,,,,,,,,
vpsi36zy,South_Shore,,,TCN,,2,,,,,1.a_South_Shore_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_2.0_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_18_04_36_59,1.a_South_Shore_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_2.0_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_16_17_42_21,1.a_South_Shore_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_2.0_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_08_00_04_05,,
f2xmr4c5,South_Shore,,,,,,,,,,,,,,
3f67xh99,South_Shore,,,,,,,,,,,,,,
d088i7e3,South_Shore,,,VIP,,,,,,,1.a_South_Shore_singlegame_full_3CHAN_VIP_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_50.0_15.0_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_12_08_14_43_07,1.a_South_Shore_singlegame_full_3CHAN_VIP_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_50.0_15.0_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_18_02_18_19,??,,
rsud6uxr,South_Shore,,,,,,,,,,,,,,
c880rww6,South_Shore,,,,,,,,,,,,,,
zpl4z5re,South_Shore,,,SOM,,0.9,,,,,1.a_South_Shore_singlegame_full_3CHAN_SOM_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_0.9_32_32_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_16_12_43_08,1.a_South_Shore_singlegame_full_3CHAN_SOM_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_0.9_32_32_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_16_15_13_19,1.a_South_Shore_singlegame_full_3CHAN_SOM_BEOGYM_EXPERT_3CHAN_UNIONWALL_STANDARD_0.9_32_32_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_18_06_54_19,,
7kxoue2n,South_Shore,,,,,,,,,,,,,,
ynyviqz7,South_Shore,,,VAE,,,,,,,,,,,
0x5edq00,South_Shore,,,,,,,,,,,,,,
qjy97pqz,South_Shore,AllUnionWall,,VEP,Triplet,2,-1,2,,1,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_12_18_12_11_42,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_12_18_15_25_22,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_12_18_18_40_16,,
kd5qr1km,South_Shore,,,,,1,-1,1,,1,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_1.0_-1.0_1.0_same_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_12_19_20_31_45,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_1.0_-1.0_1.0_same_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_12_19_23_08_22,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_1.0_-1.0_1.0_same_32_0_0.0001_0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_12_20_01_36_38,,
ix5wkfzl,South_Shore,,,TCN,,2,,,,,1.a_South_Shore_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_2.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_20_07_09_11,1.a_South_Shore_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_2.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_20_10_28_41,1.a_South_Shore_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_2.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_20_12_58_15,,
nze2bbey,South_Shore,,,,,,,,,,,,,,
o7halcdc,South_Shore,,,,,,,,,,,,,,
ur742x94,South_Shore,,,VIP,,,,,,,**,**,??,,
ndf6otn1,South_Shore,,,,,,,,,,,,,,
074qz08j,South_Shore,,,,,,,,,,,,,,
i1jh2wcx,South_Shore,,,SOM,,0.9,,,,,1.a_South_Shore_singlegame_full_3CHAN_SOM_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_0.9_triplet_32_32_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_20_22_41_30,1.a_South_Shore_singlegame_full_3CHAN_SOM_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_0.9_triplet_32_32_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_20_23_09_46,1.a_South_Shore_singlegame_full_3CHAN_SOM_BEOGYM_EXPERT_3CHAN_ALLUNIONWALL_STANDARD_0.9_triplet_32_32_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_21_01_37_15,,
yqrndmwl,South_Shore,,,,,,,,,,,,,,
2whiue5o,South_Shore,,,,,,,,,,,,,,
10y33lkk,South_Shore,,,,,,,,,,,,,,
jzulrvqh,South_Shore,,,,,,,,,,,,,,
z2c4s4ru,South_Shore,AllUnionHudsonWall,,VEP,Triplet,2,-1,2,,0.25,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.25.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_01_12_34_16,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.25.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_01_19_04_58,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.25.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_02_01_31_11,,
uvs4pgg3,South_Shore,,,,,1,-1,1,,1,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_1_2.0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/23_12_31_22_51_45,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_1_2.0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_01_01_19_45,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_1_2.0.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_01_03_48_47,,
zy40i43g,South_Shore,,,,,,,,,,,,,,
g1ifjqv5,South_Shore,,,,,,,,,,,,,,
ccq9og9w,South_Shore,,,TCN,,,,,,,1.a_South_Shore_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_2.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_19_01_09_36,1.a_South_Shore_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_2.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_19_04_21_52,1.a_South_Shore_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_2.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_19_07_34_18,,
pbivoiqk,South_Shore,,,,,,,,,,,,,,
ebkpmlaa,South_Shore,,,,,,,,,,,,,,
iykdg432,South_Shore,,,VIP,,,,,,,1.a_South_Shore_singlegame_full_3CHAN_VIP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_50.0_15.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_22_02_55_05,1.a_South_Shore_singlegame_full_3CHAN_VIP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_50.0_15.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_22_06_05_47,1.a_South_Shore_singlegame_full_3CHAN_VIP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_50.0_15.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_22_09_16_18,,
ptrzl9oa,South_Shore,,,,,,,,,,,,,,
utyl4xev,South_Shore,,,,,,,,,,,,,,
bpcvw0bm,South_Shore,,,SOM,,,,,,,1.a_South_Shore_singlegame_full_3CHAN_SOM_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_0.9_triplet_32_32_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_21_16_15_04,1.a_South_Shore_singlegame_full_3CHAN_SOM_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_0.9_triplet_32_32_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_21_18_45_45,1.a_South_Shore_singlegame_full_3CHAN_SOM_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALL_STANDARD_0.9_triplet_32_32_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_21_21_15_51,,
v0t80ccn,South_Shore,,,,,,,,,,,,,,
4d85dfk2,South_Shore,,,,,,,,,,,,,,
7k7zjnud,South_Shore,,,,,,,,,,,,,,
5nfr93da,South_Shore,,,,,,,,,,,,,,
0x2gmvn4,South_Shore,,,,,,,,,,,,,,
7cn7z7y5,South_Shore,AllUnionHudsonWallCMU,,VEP,,2,-1,2,,0.25,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.25.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_03_03_17_26,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.25.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_03_05_33_50,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.25.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_03_07_52_02,,
0satci0x,South_Shore,,,,,2,-1,2,,0.5,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.5.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_02_00_34_54,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.5.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_02_03_03_46,1.a_South_Shore_singlegame_full_3CHAN_NVEP_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_2.0_-1.0_2.0_same_32_0_0.0001_0.5.pt_PolicyNotLoaded_0.0_20000_2000_notemp/24_01_02_05_33_02,,
uiiac3w2,South_Shore,,,,,,,,,,,,,,
0yhxctq5,,,,,,,,,,,,,,,
l279atu1,,,,TCN,,2,,,,,1.a_South_Shore_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_2.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_22_14_31_44,1.a_South_Shore_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_2.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_22_17_04_36,1.a_South_Shore_singlegame_full_3CHAN_TCN_BEOGYM_EXPERT_3CHAN_ALLUNIONHUDSONWALLCMU_STANDARD_2.0_triplet_32_0_0.0001_1.pt_PolicyNotLoaded_0.0_20000_2000_1.0_notemp/24_01_22_19_36_38,,
